dt,Kabul,Luanda,Melbourne,Sydney,Dhaka,Belo Horizonte,Brasília,Fortaleza,Rio De Janeiro,Sao Paulo,Salvador,Rangoon,Montreal,Toronto,Santiago,Changchun,Chengdu,Chongqing,Dalian,Guangzhou,Harbin,Jinan,Nanjing,Peking,Shanghai,Shenyang,Taipei,Taiyuan,Tangshan,Tianjin,Wuhan,Xian,Bogotá,Cali,Kinshasa,Santo Domingo,Alexandria,Cairo,Gizeh,Addis Abeba,Paris,Berlin,Ahmadabad,Bangalore,Bombay,Calcutta,Delhi,Hyderabad,Jaipur,Kanpur,Lakhnau,Madras,Nagpur,New Delhi,Pune,Surat,Jakarta,Surabaya,Mashhad,Baghdad,Rome,Abidjan,Nagoya,Tokyo,Nairobi,Mexico,Casablanca,Ibadan,Kano,Lagos,Faisalabad,Karachi,Lahore,Lima,Manila,Moscow,Saint Petersburg,Jiddah,Riyadh,Dakar,Singapore,Mogadishu,Cape Town,Durban,Seoul,Madrid,Umm Durman,Aleppo,Dar Es Salaam,Bangkok,Ankara,Istanbul,Izmir,Kiev,London,Chicago,Los Angeles,New York,Ho Chi Minh City,Harare
1883-07-01,25.219,20.262,7.474,13.114,28.494,17.741,19.161,,22.396,15.992,22.717,26.376,18.555,17.868,-2.203,24.179,19.689,26.841,23.121,27.921,24.253,25.854,27.733,25.457,28.084,23.848,27.382,21.719,24.474,25.457,28.545,24.226,19.485,21.301,21.657,27.292,25.65,27.839,27.839,15.056,16.859,18.477,27.791,23.573,26.372,28.833,30.328,26.601,28.74,29.344,29.344,29.689,26.195,30.328,24.094,27.238,26.176,26.564,25.36,35.267,21.223,25.268,25.798,23.544,13.729,16.703,24.889,24.968,26.052,26.406,32.11,29.482,32.11,13.357,26.472,18.459,16.078,30.307,34.349,29.054,26.566,24.844,11.378,17.198,23.751,19.897,29.853,29.37,,27.569,22.051,23.544,25.579,20.996,15.297,20.882,24.203,21.98,27.848,14.838
1883-08-01,25.105,19.956,8.681,14.303,28.195,17.743,19.958,,20.259,15.377,21.979,26.525,17.564,16.783,0.343,23.094,18.343,25.907,24.041,27.166,22.756,24.886,26.83,25.092,27.299,23.58,26.82,19.893,23.134,25.092,27.509,21.924,19.859,21.395,22.121,27.068,26.217,27.481,27.481,15.976,17.616,17.075,27.759,24.172,26.461,28.553,31.424,26.608,29.457,30.124,30.124,29.891,26.511,31.424,24.133,27.359,25.7,25.963,23.214,34.553,20.561,25.043,26.385,24.247,14.242,16.729,25.494,24.683,25.184,26.042,32.646,28.523,32.646,12.924,25.578,15.079,14.103,31.729,34.498,28.397,26.527,25.452,10.751,16.44,24.652,22.03,29.776,28.965,,27.394,21.637,22.991,25.064,18.363,16.227,20.52,23.735,19.576,27.561,16.399
1883-09-01,20.842,21.439,10.103,13.896,28.31,20.319,22.25,,20.968,17.669,22.818,26.096,12.286,12.089,2.489,13.694,15.224,22.018,18.085,25.733,12.667,19.346,22.537,18.313,23.404,15.413,25.682,13.467,17.153,18.313,23.29,16.566,19.803,21.249,23.19,26.57,25.333,26.154,26.154,16.808,14.716,14.717,27.046,24.358,25.854,28.643,29.449,26.23,28.404,28.51,28.51,29.626,25.828,29.449,23.531,26.361,25.815,26.968,17.989,30.587,17.14,25.391,22.78,20.522,15.199,16.312,22.158,25.017,26.126,25.915,29.439,27.956,29.439,13.051,25.71,12.607,11.673,30.927,31.796,28.586,25.693,26.233,13.268,19.382,19.082,16.625,31.084,25.531,,26.425,18.227,20.833,23.092,15.293,13.748,16.397,22.644,15.271,26.457,21.07
1883-10-01,13.907,22.86,12.401,15.829,26.879,21.262,22.631,,21.128,19.073,23.534,27.152,5.229,5.805,4.861,8.23,10.969,16.954,14.11,23.187,7.052,14.955,17.161,13.695,18.272,10.239,23.794,8.899,12.993,13.695,17.867,11.629,18.653,20.284,23.447,25.689,22.956,23.135,23.135,16.545,10.056,9.453,26.685,23.242,26.999,26.957,25.583,25.084,25.448,24.764,24.764,26.903,24.402,25.583,23.661,25.894,25.48,27.027,11.827,25.002,11.974,25.717,17.676,14.996,15.712,15.553,17.155,25.734,26.192,26.129,24.439,26.9,24.439,14.108,25.974,4.73,5.305,29.326,26.866,27.646,25.519,26.676,15.52,19.267,14.521,10.634,30.836,20.172,,26.768,12.635,16.351,19.008,7.834,9.837,11.111,15.048,9.457,26.715,22.871
1883-11-01,6.635,23.844,15.374,16.735,22.308,21.349,21.291,,22.129,20.252,23.832,25.248,0.584,1.404,8.329,-5.151,4.855,11.167,3.604,18.154,-7.1,5.486,9.716,2.291,11.032,-1.52,20.342,-1.468,2.825,2.291,10.735,3.446,18.244,20.054,23.19,25.046,19.167,18.218,18.218,15.36,6.501,4.863,22.06,22.268,25.788,21.848,18.859,22.421,19.097,18.429,18.429,24.617,20.025,18.859,20.909,21.76,25.483,27.018,5.171,16.677,7.811,26.579,10.372,7.886,14.971,13.536,13.824,26.263,23.621,26.567,16.929,21.382,16.929,14.666,25.019,0.638,3.991,26.789,19.672,26.139,25.377,26.193,17.483,20.442,4.853,7.64,26.681,12.339,,24.83,6.012,11.425,15.048,2.725,5.86,6.895,11.9,4.865,25.95,22.613
1883-12-01,3.11,24.226,16.7,18.764,17.647,21.37,21.248,,23.096,20.897,24.753,23.173,-10.002,-5.572,10.82,-13.029,1.442,7.652,-1.83,13.379,-15.469,0.073,3.681,-2.239,4.361,-8.516,16.401,-5.774,-1.423,-2.239,5.318,-0.419,18.709,20.563,23.483,23.98,14.472,13.151,13.151,15.925,3.238,1.127,18.427,20.664,23.267,17.325,13.951,19.576,14.696,13.401,13.401,22.511,15.881,13.951,17.598,17.998,25.195,25.967,3.009,10.927,2.581,26.065,4.871,2.517,15.725,11.77,9.398,26.254,21.505,26.209,12.503,17.745,12.503,17.28,23.763,-4.872,-1.567,24.417,14.632,,25.234,26.471,18.16,21.498,-1.81,1.409,23.119,6.78,,23.53,0.362,5.941,10.369,-3.615,3.951,1.303,9.625,-1.758,25.006,21.958
1884-01-01,3.178,23.942,17.045,19.159,17.641,21.019,20.894,,23.558,20.824,24.792,22.417,-15.649,-11.666,13.453,-16.364,0.206,6.116,-4.572,13.767,-19.023,-1.481,3.34,-4.38,4.034,-11.382,17.281,-7.974,-3.424,-4.38,4.516,-2.151,19.212,21.087,23.44,23.854,11.56,10.326,10.326,16.441,5.248,3.209,18.942,21.153,22.562,18.011,15.229,20.763,16.015,14.952,14.952,22.983,17.64,15.229,18.294,18.84,25.314,25.631,1.62,8.71,3.012,26.224,3.037,0.489,16.111,10.558,10.273,26.486,20.461,25.816,13.426,18.227,13.426,19.136,24.997,-8.577,-5.608,22.213,13.671,20.7,24.568,25.908,20.053,21.865,-3.863,4.289,21.819,3.902,,23.957,-2.826,3.443,8.297,-4.618,5.866,-4.79,8.336,-5.763,24.865,21.14
1884-02-01,2.949,25.079,18.211,19.463,19.702,21.607,21.261,,24.523,21.282,25.064,23.684,-9.12,-7.234,10.667,-11.601,0.182,5.291,-3.852,11.645,-13.361,-0.751,2.5,-2.706,2.932,-8.142,14.667,-6.187,-2.296,-2.706,3.503,-1.384,19.207,21.065,24.398,23.565,12.923,12.404,12.404,17.28,5.755,3.458,21.197,23.201,23.271,20.253,16.276,24.137,17.651,16.646,16.646,24.546,20.449,16.276,21.837,21.973,25.844,25.944,1.84,10.471,4.842,27.801,2.881,0.644,16.545,12.631,11.23,28.202,23.99,26.872,14.042,20.178,14.042,20.19,24.359,-7.229,-5.7,21.348,14.89,20.517,25.709,26.371,19.694,22.641,-2.808,5.801,23.622,5.648,,25.17,-0.582,4.912,9.547,-2.223,5.174,-0.75,9.401,-0.214,24.957,21.503
1884-03-01,7.682,24.326,17.473,19.417,26.508,21.819,21.33,,25.037,21.748,24.417,27.458,-5.444,-4.038,8.282,-5.683,5.921,11.089,0.518,15.714,-7.406,5.127,8.222,3.204,8.513,-2.102,17.298,0.661,3.67,3.204,9.379,4.84,18.285,20.161,23.667,23.874,15.122,16.014,16.014,18.28,7.564,5.089,26.69,26.323,25.598,27.614,24.012,28.51,24.63,24.902,24.902,27.512,27.025,24.012,26.282,27.362,26.064,25.808,5.355,15.389,7.5,28.158,6.582,4.027,16.299,15.774,12.317,28.081,27.076,26.899,20.181,24.752,20.181,19.151,26.102,-6.714,-4.815,23.18,19.608,20.563,26.009,27.686,18.152,21.607,1.923,6.959,26.339,10.344,,27.56,4.477,7.412,11.81,-2.194,6.475,1.533,10.822,1.537,26.172,20.343
1884-04-01,13.84,25.034,14.026,18.146,27.851,20.407,20.99,,23.919,19.147,24.586,29.626,4.149,3.617,5.96,5.085,10.456,15.681,8.546,18.929,3.985,12.683,13.7,12.458,13.514,6.934,19.16,8.946,11.977,12.458,14.831,11.073,18.169,20.054,24.443,24.174,18.956,21.612,21.612,18.466,8.076,6.149,29.582,27.541,26.645,29.559,29.092,30.722,29.029,29.457,29.457,29.758,30.523,29.092,28.263,29.552,26.227,25.66,12.575,21.676,10.426,27.339,11.548,9.534,15.827,17.195,13.73,27.117,29.726,26.882,25.589,27.66,25.589,17.506,26.494,0.465,-0.183,26.071,24.917,21.11,26.186,27.92,15.97,20.006,8.639,6.986,30.474,15.933,,28.914,9.623,11.395,15.792,4.557,6.813,5.946,12.799,7.579,27.192,18.964
1884-05-01,19.789,23.407,10.486,15.427,27.705,18.446,19.951,,22.772,16.54,23.74,28.605,10.653,10.734,0.352,13.067,13.768,19.281,14.561,23.11,12.414,19.009,19.213,19.227,18.867,13.396,22.229,15.364,18.672,19.227,20.189,16.679,18.471,20.293,23.538,25.833,20.206,23.562,23.562,17.693,13.886,13.421,32.727,27.48,28.524,29.503,33.548,32.546,33.626,32.801,32.801,32.324,33.939,33.548,29.593,31.814,26.334,25.923,17.393,26.879,15.71,26.373,16.532,14.372,14.855,16.58,17.211,26.091,29.291,26.982,31.556,30.659,31.556,15.149,26.781,9.159,5.464,27.505,29.678,22.649,26.623,26.953,14.434,19.189,14.054,13.064,32.529,20.331,,28.382,13.384,15.455,19.032,13.46,11.728,11.363,16.788,14.48,27.569,16.994
1884-06-01,23.867,20.662,8.572,14.398,27.737,17.435,18.926,,22.6,15.327,23.305,26.671,18.361,18.756,-2.302,19.277,17.566,23.541,19.679,26.118,18.946,24.103,23.857,24.522,23.494,19.158,24.824,20.638,23.809,24.522,25.11,22.178,19.803,21.664,21.52,26.387,24.381,27.998,27.998,16.843,14.769,14.41,31.138,25.535,28.245,28.883,33.353,30.157,32.725,32.274,32.274,32.183,31.257,33.353,27.438,30.214,26.252,26.063,22.718,32.598,15.752,25.924,20.594,18.628,14.082,18.091,21.027,25.44,27.585,26.792,32.863,31.235,32.863,13.758,25.911,16.503,13.864,30.671,33.808,26.04,26.309,25.801,11.59,18.57,18.618,15.545,33.525,25.848,,27.51,17.595,19.288,22.079,18.148,14.183,17.632,20.132,19.986,27.131,15.298
1884-07-01,25.158,19.35,6.773,14.198,28.486,17.753,19.251,,22.318,15.72,22.822,26.382,17.683,17.022,-1.597,22.086,19.725,26.905,21.993,28.037,21.968,25.202,27.117,25.041,27.267,22.24,27.228,21.54,24.143,25.041,28.339,24.162,19.556,21.31,20.885,27.234,24.661,26.931,26.931,16.178,19.114,19.181,28.123,24.481,26.699,28.864,30.997,26.776,29.92,29.494,29.494,30.555,25.749,30.997,24.307,27.514,25.329,25.038,23.545,33.825,21.612,24.826,24.797,22.729,13.932,17.262,25.321,24.454,25.375,25.875,32.086,30.234,32.086,13.407,25.88,17.079,16.2,31.191,34.737,27.81,26.484,25.573,10.256,15.507,22.271,20.687,30.701,27.92,,27.705,20.448,21.571,24.237,19.726,17.086,20.104,24.078,20.577,27.664,13.732
1884-08-01,23.692,19.847,9.401,14.706,28.346,20.21,21.856,,22.906,18.566,22.655,26.166,19.051,17.8,2.276,20.003,18.403,26.173,21.778,27.706,19.561,23.386,26.159,23.32,26.522,20.897,26.874,18.812,21.793,23.32,27.412,21.591,19.455,21.022,21.852,26.721,25.333,26.969,26.969,16.159,19.414,17.582,27.093,24.312,26.645,28.716,28.918,26.693,27.829,28.124,28.124,30.168,25.624,28.918,24.355,26.994,25.766,25.522,22.235,33.906,20.441,24.288,25.007,23.018,14.294,16.469,26.488,23.981,24.951,25.294,30.589,28.986,30.589,13.573,25.646,12.699,13.254,31.869,34.657,28.334,26.065,25.537,12.497,17.905,22.268,21.922,29.886,27.913,,27.191,20.179,20.846,23.832,15.799,17.918,20.928,24.151,20.962,27.277,17.091
1884-09-01,20.725,21.56,10.645,15.323,27.98,19.817,21.899,,20.426,17.42,22.197,26.151,14.795,16.133,2.007,15.674,16.171,22.912,19.641,26.525,14.933,20.606,23.181,20.088,23.831,16.985,26.023,15.124,18.728,20.088,24.156,17.812,19.908,21.346,23.168,26.677,23.41,24.112,24.112,17.063,15.783,15.431,26.927,24.384,26.022,28.02,28.056,25.983,27.113,27.433,27.433,29.165,25.393,28.056,23.591,26.313,25.745,26.491,16.993,28.693,16.84,,23.153,20.573,15.347,16.658,22.112,,,,29.258,28.748,29.258,,25.546,8.444,10.912,30.099,31.017,27.251,25.708,26.591,12.662,17.312,20.103,15.618,30.731,23.035,,26.719,15.368,17.621,21.108,11.879,14.968,20.932,19.524,18.941,26.466,20.005
1884-10-01,12.999,22.955,11.624,16.442,25.883,20.845,21.995,,20.859,18.582,23.277,26.747,5.917,8.337,4.632,4.368,10.701,16.868,11.296,23.536,2.993,13.262,16.467,11.369,17.434,6.936,23.469,7.23,11.185,11.369,17.701,10.874,18.781,20.388,23.363,25.637,21.942,21.925,21.925,15.731,9.567,8.517,25.651,23.6,26.873,25.799,23.944,24.783,24.039,23.031,23.031,27.155,23.584,23.944,23.48,25.142,25.85,27.128,11.278,24.265,10.562,,15.598,13.192,15.246,14.657,17.533,,,,23.758,26.302,23.758,13.311,25.685,5.105,6.625,28.347,26.194,26.715,25.668,26.079,14.968,18.738,11.625,10.179,29.967,19.074,,26.726,11.375,14.69,18.211,7.203,9.125,14.113,15.591,11.268,26.773,22.542
1884-11-01,6.316,23.625,14.878,17.234,21.706,21.368,21.423,,22.109,20.186,23.928,25.165,-1.528,-0.034,7.382,-5.264,4.419,10.706,3.371,17.217,-7.058,5.076,8.364,2.732,9.297,-1.887,18.875,-1.092,3.105,2.732,9.868,3.415,19.696,21.589,23.02,25.668,17.86,16.956,16.956,15.222,4.829,1.789,22.077,22.318,25.89,21.394,18.193,22.102,18.787,17.481,17.481,24.436,19.618,18.193,20.766,21.734,25.812,26.609,4.941,16.443,4.945,,8.233,5.711,15.124,12.875,13.871,,,,16.756,21.844,16.756,15.267,24.353,-2.891,-1.34,26.32,19.073,25.108,26.023,26.225,16.141,20.045,3.683,6.011,26.662,11.842,,24.957,4.534,8.378,12.611,-0.845,5.089,5.51,12.753,4.008,26.062,22.608
1884-12-01,2.778,23.886,15.294,18.462,18.358,21.302,21.025,,23.115,20.931,24.484,22.804,-9.116,-5.948,10.156,-15.595,0.062,6.338,-4.458,12.583,-17.783,-2.211,2.426,-4.986,3.327,-11.137,16.01,-8.561,-4.094,-4.986,4.007,-2.608,19.473,21.478,23.133,23.893,15.712,13.977,13.977,16.041,3.877,2.138,19.022,21.891,24.521,18.48,14.382,20.958,15.09,13.969,13.969,23.619,17.039,14.382,19.077,18.935,25.205,25.981,2.477,11.588,3.868,,3.889,1.246,15.643,12.086,9.552,,,,12.75,18.531,12.75,17.109,23.513,-3.966,-5.861,25.091,15.35,22.489,24.997,26.484,19.798,22.582,-4.044,2.329,23.488,8.265,,23.158,2.217,8.274,12.607,-0.045,3.953,-0.357,8.927,-1.058,24.712,22.306
1885-01-01,0.033,24.161,17.77,19.734,18.468,21.756,21.041,,24.561,21.939,24.436,23.043,-12.282,-10.749,10.857,-17.197,-1.383,4.421,-5.72,11.861,-19.809,-3.094,1.388,-5.578,2.127,-12.364,15.582,-9.55,-4.925,-5.578,2.531,-3.959,18.633,20.512,23.281,23.348,12.979,11.989,11.989,16.504,0.514,-2.586,19.004,22.325,23.958,19.077,14.082,23.048,15.165,14.451,14.451,24.257,19.765,14.082,20.631,19.93,25.085,25.588,-3.022,7.701,1.754,,2.021,-1.063,15.438,11.692,8.547,,,,11.445,16.834,11.445,,24.085,-10.227,-6.394,23.082,13.173,20.565,25.731,25.523,20.506,21.372,-4.994,0.533,22.21,3.759,,24.285,-2.953,3.355,9.029,-7.083,1.867,-5.539,8.756,-3.833,25.174,20.574
1885-02-01,0.648,25.396,17.801,20.241,19.546,22.59,21.603,,25.804,22.514,25.44,24.938,-15.285,-14.302,10.244,-13.569,-0.147,5.091,-5.245,10.832,-15.463,-1.763,1.67,-3.765,2.167,-9.695,14.12,-7.146,-3.191,-3.765,2.978,-2.164,19.578,21.457,24.37,23.974,14.157,13.777,13.777,17.784,6.824,2.936,19.237,24.377,22.436,19.916,14.615,24.404,15.497,14.932,14.932,25.385,19.623,14.615,21.111,20.387,25.476,25.799,0.208,11.717,5.886,,2.423,0.014,16.641,13.043,12.312,,,,12.069,18.331,12.069,,23.732,-6.323,-4.876,22.745,15.635,20.399,25.677,26.693,19.861,23.109,-3.939,7.735,23.867,7.859,,25.991,0.731,5.549,10.756,-3.444,5.879,-7.356,10.863,-7.361,24.926,21.781
1885-03-01,8.913,25.395,15.953,18.756,25.683,21.501,21.207,,24.674,20.795,25.23,28.125,-11.224,-10.424,8.775,-3.742,6.296,11.366,1.372,15.447,-4.915,5.553,7.877,4.316,7.863,-1.058,16.57,1.686,4.648,4.316,9.387,5.425,19.838,21.814,24.486,24.112,16.37,17.058,17.058,18.199,5.448,3.37,26.386,26.524,25.244,26.568,23.411,28.069,24.276,23.712,23.712,27.479,26.322,23.411,25.849,26.99,26.098,26.174,6.749,15.433,7.749,,4.886,2.823,16.709,15.866,12.471,,,,20.607,24.707,20.607,,25.986,-2.863,-4.307,23.381,19.144,19.952,26.29,27.728,18.595,20.923,1.946,5.817,26.925,11.175,,28.269,4.97,7.541,12.705,0.247,4.491,-1.795,13.551,-2.88,26.577,20.525
1885-04-01,11.946,25.392,12.946,17.12,28.76,22.175,22.24,,25.799,21.075,25.488,30.103,2.806,2.261,3.169,4.711,10.24,15.783,7.762,20.941,3.687,11.751,13.232,11.337,12.876,6.417,20.117,8.052,10.933,11.337,15.012,10.563,18.686,20.571,24.679,24.961,17.686,19.995,19.995,19.138,9.66,10.082,28.492,27.75,26.329,30.564,27.552,30.967,27.749,28.613,28.613,29.961,30.137,27.552,28.284,28.9,26.513,26.497,10.72,20.008,10.051,,12.292,9.552,16.285,16.452,13.151,,,,24.117,25.89,24.117,,28.162,2.525,0.487,25.338,23.478,19.464,26.597,28.685,15.653,19.226,8.436,6.465,30.5,15.302,,29.64,9.619,11.588,15.357,8.223,7.94,5.665,14.997,7.87,28.518,18.755
1885-05-01,17.034,25.647,10.831,15.672,28.485,20.469,21.573,,24.857,19.019,24.883,29.533,11.901,11.217,0.599,14.214,14.704,20.529,15.292,25.285,13.514,19.47,19.668,19.597,19.168,14.416,23.235,15.721,18.993,19.597,21.268,17.457,19.071,20.941,25.236,26.235,21.639,25.075,25.075,18.408,10.947,11.417,30.92,27.391,28.114,30.344,29.592,31.635,30.015,30.368,30.368,31.61,31.851,29.592,29.113,30.523,26.485,26.447,17.936,29.028,13.754,,15.935,14.013,15.532,17.808,18.375,,,,26.759,29.352,26.759,,28.397,11.682,7.014,28.811,30.69,22.126,26.721,27.494,12.775,18.781,14.847,12.988,33.363,23.213,,29.605,15.812,17.236,19.766,14.059,9.306,10.125,17.9,13.452,29.059,17.465
1885-06-01,22.581,22.812,7.432,14.164,28.737,18.101,19.469,,23.204,16.154,23.683,27.152,16.217,15.644,-1.543,19.732,17.571,23.536,19.367,26.981,19.333,23.314,23.524,23.487,23.218,19.385,25.458,19.792,22.782,23.487,24.956,21.757,19.124,20.966,23.11,26.948,23.709,26.982,26.982,16.972,17.275,17.846,31.422,24.606,28.499,30.124,33.218,29.241,32.703,32.429,32.429,31.031,29.827,33.218,27.41,30.397,26.195,26.139,21.823,32.18,18.712,,21.215,19.194,14.429,18.213,21.504,,,,32.46,31.829,32.46,,26.922,14.736,12.05,29.727,33.569,24.902,26.468,26.111,12.309,18.743,19.143,17.074,32.877,26.091,,28.042,18.697,20.523,22.324,19.16,14.644,16.122,19.892,19.317,27.929,15.653
1885-07-01,24.807,21.519,7.004,13.349,28.491,18.759,20.055,,23.308,16.834,23.525,26.152,19.604,19.486,-2.6,22.857,19.292,26.49,22.322,27.721,23.008,25.152,26.432,25.498,26.399,22.594,26.728,21.798,24.42,25.498,27.868,23.994,20.014,21.828,22.485,27.532,25.656,28.017,28.017,15.952,18.716,18.526,28.759,23.894,27.055,28.916,30.375,27.05,29.577,29.186,29.186,30.471,26.7,30.375,24.69,28.085,25.889,25.902,23.846,34.502,22.019,,24.018,21.92,14.087,17.012,24.241,,,,32.205,31.031,32.205,,26.094,21.408,19.07,31.183,35.141,26.897,26.429,25.506,12.643,18.05,21.994,20.593,30.635,28.916,,27.49,21.865,23.2,24.938,22.186,17.033,21.944,23.773,22.917,27.563,15.518
1885-08-01,24.65,20.974,8.895,14.177,28.107,19.135,20.914,,21.785,16.678,22.812,26.065,16.213,15.788,0.444,22.066,19.156,26.616,23.801,27.327,21.51,25.17,27.434,25.175,27.914,22.996,27.084,20.466,23.523,25.175,28.064,22.722,20.365,21.955,22.702,27.268,26.248,27.511,27.511,16.448,16.536,15.428,27.358,24.762,26.664,28.227,28.87,26.83,27.689,27.938,27.938,30.243,25.713,28.87,24.355,27.016,25.901,26.184,23.595,34.384,22.019,,26.253,24.484,14.617,16.934,24.808,,,,31.332,29.641,31.332,,25.386,14.126,14.451,31.932,34.995,27.394,26.263,25.848,11.877,18.497,24.276,20.001,30.086,28.563,,27.162,21.033,22.205,25.17,16.395,14.455,19.489,24.889,20.314,27.162,17.733
1885-09-01,20.412,21.501,10.722,16.105,28.042,20.984,22.906,,21.583,18.491,23.103,26.66,11.833,13.207,3.68,15.403,14.934,21.741,19.432,25.858,14.561,20.082,22.311,19.835,22.97,16.863,25.364,14.428,18.209,19.835,23.116,16.783,20.086,21.531,23.116,26.927,24.739,25.221,25.221,16.647,14.24,13.773,27.878,24.875,27.002,28.244,29.005,26.906,27.982,28.157,28.157,29.59,26.898,29.005,24.76,27.439,25.786,26.567,18.444,30.412,18.019,,23.203,20.718,15.221,16.801,21.558,,,,29.414,28.608,29.414,,25.528,9.543,8.8,30.434,31.568,27.104,26.269,26.11,14.782,18.419,19.876,15.698,30.843,25.227,,26.994,17.371,19.46,22.388,13.382,12.726,17.974,21.633,15.946,26.98,20.551
1885-10-01,14.382,22.832,13.531,17.217,27.175,21.406,22.657,,21.312,19.266,23.507,26.75,6.332,6.682,4.701,6.977,10.868,16.848,13.26,22.903,5.581,14.464,16.967,12.972,17.975,9.295,23.348,8.198,12.318,12.972,17.762,11.309,19.768,21.315,23.297,25.973,23.142,22.727,22.727,16.641,8.554,8.281,27.691,23.908,27.683,27.11,26.17,25.694,26.348,25.19,25.19,27.682,25.551,26.17,24.334,26.856,26.786,27.909,12.238,24.42,12.221,,17.181,14.388,15.739,14.952,16.104,,,25.57,25.144,27.408,25.144,,25.374,4.934,4.257,28.752,26.226,27.353,26.376,26.713,16.166,19.331,13.7,9.538,30.783,20.226,,26.443,12.96,16.74,19.564,9.175,7.462,10.582,17.305,10.185,26.562,22.811
1885-11-01,9.238,23.389,14.916,17.654,23.387,22.696,22.533,,23.378,22.095,24.588,25.737,-0.285,1.829,9.191,-6.619,5.067,11.139,2.797,17.851,-8.85,4.853,9.004,1.901,10.128,-2.528,20.124,-1.645,2.471,1.901,10.284,3.356,19.453,21.216,22.873,26.072,19.303,18.231,18.231,15.618,6.14,2.505,24.508,22.731,27.124,22.829,20.506,22.944,21.255,19.631,19.631,25.275,21.397,20.506,21.9,23.759,25.927,26.875,7.23,17.235,8.652,25.78,10.969,8.567,15.382,13.298,13.139,25.88,23.701,26.055,19.26,24.402,19.26,,24.854,-5.304,-2.063,26.949,20.351,25.605,26.198,26.622,17.661,20.502,4.173,7.254,26.971,12.731,,25.432,6.057,11.256,15.481,-0.841,5.498,6.942,12.82,4.981,26.225,22.79
1885-12-01,3.031,23.366,18.312,19.154,18.999,23.035,22.642,,24.773,22.762,25.755,23.744,-8.61,-4.689,9.345,-12.635,1.846,8.225,-1.306,15.052,-15.299,0.653,5.174,-1.917,6.111,-7.926,18.14,-5.695,-1.219,-1.917,6.575,-0.283,19.593,21.451,22.94,24.674,15.76,14.395,14.395,16.29,2.473,0.003,19.894,22.244,24.969,18.782,15.123,21.562,16.114,14.697,14.697,24.292,17.858,15.123,19.623,19.812,25.595,26.221,1.338,11.145,2.812,26.357,6.12,3.776,15.91,11.516,10.526,26.412,21.505,26.397,13.642,19.321,13.642,,24.745,-6.276,-3.797,25.566,15.764,23.287,25.661,26.633,18.989,22.207,-0.848,3.414,24.074,6.986,,24.304,0.785,6.206,10.687,-3.584,2.895,1.363,10.846,-0.458,25.734,22.185
1886-01-01,0.997,23.752,19.755,19.725,18.272,22.852,21.978,,25.655,23.272,25.249,23.31,-11.815,-9.409,11.917,-18.682,-0.269,5.353,-6.856,12.082,-21.374,-3.7,1.145,-6.354,1.847,-13.701,15.363,-9.643,-5.304,-6.354,2.824,-3.36,19.107,20.912,23.174,23.385,14.099,12.49,12.49,16.849,1.613,-1.311,18.911,22.257,23.405,18.46,14.438,21.798,15.562,14.443,14.443,23.816,18.32,14.438,19.523,19.398,25.946,25.973,-1.532,9.113,2.945,26.07,2.422,0.319,15.849,11.08,7.879,26.493,20.062,25.909,11.978,17.425,11.978,18.592,23.217,-8.468,-8.737,22.809,13.776,20.543,25.822,25.87,20.349,22.592,-6.008,1.906,21.926,6.181,,24.385,0.702,7.671,12.134,-4.113,1.361,-3.46,9.057,-5.007,24.669,21.161
1886-02-01,0.319,25.168,17.009,19.991,20.021,22.019,21.103,,25.232,21.75,25.044,24.639,-12.372,-9.384,11.065,-13.541,0.335,5.15,-5.672,10.257,-15.354,-2.348,0.866,-4.295,1.191,-10.035,13.063,-7.599,-3.757,-4.295,2.343,-2.147,19.442,21.227,24.174,23.95,14.55,14.142,14.142,17.371,1.177,-2.775,20.788,24.452,23.654,20.386,15.841,24.983,17.025,16.237,16.237,25.469,20.889,15.841,22.44,21.945,25.822,25.657,-3.049,11.649,3.947,26.912,1.846,-0.162,16.116,12.289,9.643,27.565,22.933,26.258,12.863,18.936,12.863,19.029,22.794,-12.808,-9.756,23.048,16.344,20.729,26.015,25.983,20.301,23.745,-4.536,4.266,23.722,7.759,,25.559,0.9,5.401,10.631,-8.557,0.579,-0.99,12.127,-3.688,24.482,21.776
1886-03-01,7.81,25.459,15.861,18.718,25.447,23.02,22.189,,26.317,22.577,25.649,28.235,-6.17,-3.22,9.328,-3.437,6.343,11.532,1.807,16.257,-4.878,5.835,8.423,4.482,8.515,-0.495,17.348,1.779,4.698,4.482,9.802,5.496,19.157,21.026,24.332,24.421,15.027,15.889,15.889,18.553,5.092,0.426,26.02,27.084,25.581,26.276,22.691,28.65,23.71,23.51,23.51,28.102,26.143,22.691,26.199,26.949,26.38,26.039,5.89,15.479,5.413,28.423,7.444,5.208,16.727,16.485,13.957,27.643,27.172,26.568,19.245,24.314,19.245,18.848,25.921,-6.096,-6.311,23.262,19.262,21.506,26.662,28.116,18.663,22.456,3.152,8.899,26.813,10.49,,28.377,3.829,5.467,10.399,-3.415,4.118,2.202,10.538,1.687,26.603,21.098
